satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
0.491,0.542,5,206,3,1,0,1,sales,low
0.609,0.836,6,202,2,0,0,0,support,medium
0.587,0.736,2,194,3,0,0,0,sales,high
0.696,0.673,6,161,6,0,0,0,sales,medium
0.486,0.467,3,245,4,0,1,0,sales,low
0.465,0.516,5,175,4,0,1,0,management,low
0.453,0.697,3,226,8,0,0,0,hr,low
0.568,0.4,4,217,3,0,0,0,RandD,medium
0.703,0.882,4,186,2,0,0,0,technical,medium
0.511,0.847,3,237,3,0,0,0,IT,low
0.854,0.652,3,163,3,0,0,0,marketing,low
0.423,0.349,4,203,3,0,0,0,support,low
0.905,0.95,3,272,3,0,0,0,sales,low
0.224,0.589,3,156,3,0,0,0,management,low
0.352,0.731,5,195,8,1,0,0,sales,low
0.113,0.566,7,213,1,0,0,0,support,low
0.202,0.532,7,211,4,0,0,0,support,low
0.638,0.536,4,214,5,0,0,0,sales,low
0.495,0.981,5,162,4,1,0,0,support,low
0.671,0.908,4,202,6,0,0,0,marketing,low
0.436,0.417,2,177,8,1,0,1,marketing,low
0.186,0.812,6,275,2,0,0,0,technical,medium
0.405,0.184,5,196,3,0,0,0,technical,high
0.792,0.692,3,126,3,1,0,0,technical,low
0.362,0.545,7,214,7,0,0,0,sales,medium
0.513,0.183,4,248,5,0,0,0,sales,low
0.591,0.787,4,207,6,0,0,0,sales,low
0.053,0.227,5,173,7,0,0,0,technical,low
0.459,0.864,5,174,1,0,1,0,RandD,low
0.48,0.413,5,207,3,0,0,0,marketing,high
0.409,0.259,2,244,2,0,0,0,sales,medium
0.394,0.559,4,235,10,0,1,0,product_mng,low
0.663,0.404,2,203,3,0,0,0,product_mng,medium
0.209,0.558,4,161,4,0,0,1,IT,low
0.816,0.754,5,197,1,0,0,0,sales,low
0.81,0.963,3,206,4,0,0,0,hr,high
0.745,0.544,3,183,5,0,0,0,technical,medium
0.103,0.536,6,132,4,0,0,0,technical,low
0.332,0.731,3,221,4,0,0,0,support,medium
0.717,0.802,4,242,2,0,0,0,sales,low
0.67,0.619,4,280,5,0,0,0,sales,low
0.711,0.512,3,172,1,0,0,0,sales,medium
0.406,0.531,3,162,2,0,0,0,support,high
0.5,0.736,4,202,3,0,0,0,sales,medium
0.513,0.251,3,222,2,0,1,0,product_mng,low
0.283,0.755,2,183,2,0,0,0,accounting,low
0.521,0.679,3,189,3,0,0,0,accounting,medium
0.487,0.862,3,279,1,0,1,0,sales,low
0.294,0.653,5,131,3,0,0,0,sales,low
0.829,0.269,4,177,4,0,0,0,technical,low
0.461,0.68,4,154,4,0,0,1,IT,medium
0.341,0.618,4,190,1,0,0,0,management,low
0.612,0.854,5,134,3,0,0,0,hr,low
0.399,0.83,2,289,3,0,0,0,sales,low
0.616,0.89,4,181,2,0,0,0,sales,high
0.677,0.449,7,228,4,0,0,0,sales,medium
0.707,0.245,4,279,5,0,0,0,marketing,low
0.572,0.901,5,226,1,0,0,0,marketing,medium
0.905,0.483,3,197,6,1,0,0,accounting,low
0.915,0.88,4,206,4,0,0,0,technical,low
0.535,0.626,4,173,1,0,0,0,support,low
0.883,0.571,5,184,4,0,0,0,support,low
0.549,0.579,3,285,6,0,0,0,marketing,medium
0.294,0.878,4,224,6,0,0,0,support,low
0.244,0.198,4,177,3,0,0,0,support,low
0.668,0.348,5,281,3,0,0,0,technical,low
0.645,0.248,5,192,3,0,0,0,management,low
0.763,0.542,5,247,1,0,0,0,sales,medium
0.695,0.265,6,228,2,0,0,0,sales,medium
0.25,0.276,4,194,2,0,0,0,product_mng,low
0.326,0.634,4,175,4,0,0,0,accounting,low
0.6,0.511,4,226,2,0,0,0,RandD,medium
0.946,0.605,5,273,5,0,0,0,technical,medium
0.944,0.822,3,189,4,0,0,0,technical,high
0.648,0.641,3,232,3,0,0,0,support,high
0.374,0.248,3,163,1,0,0,0,support,low
0.321,0.974,4,223,3,0,0,0,sales,low
0.319,0.69,3,224,2,1,0,0,product_mng,high
0.247,0.548,3,190,6,0,0,0,sales,low
0.886,0.337,6,173,6,0,0,0,product_mng,low
0.348,0.772,4,225,1,0,0,0,IT,low
0.379,0.474,7,240,3,1,1,0,RandD,medium
0.858,0.95,4,215,5,1,0,0,hr,medium
0.111,0.792,4,226,3,1,0,0,hr,high
0.66,0.571,6,275,4,0,0,0,hr,medium
0.354,0.758,4,244,6,1,0,0,support,low
0.5,0.575,4,155,3,0,0,0,sales,medium
0.824,0.64,4,198,2,1,0,0,hr,low
0.233,0.75,5,183,7,0,0,0,sales,medium
0.327,0.206,5,187,3,0,0,1,sales,low
0.191,0.87,3,190,3,0,1,0,technical,low
0.683,0.518,5,259,4,1,0,0,support,low
0.35,0.974,4,143,6,0,0,0,IT,low
0.874,0.522,3,173,9,1,0,0,sales,low
0.377,0.722,4,191,4,0,0,0,sales,high
0.642,0.566,5,157,3,0,0,0,RandD,low
0.198,0.559,6,160,3,1,1,0,sales,low
0.541,0.764,4,175,5,0,0,0,support,low
0.631,0.658,5,221,9,0,0,0,product_mng,high
0.443,0.804,2,186,10,0,0,0,support,low
0.382,0.576,4,233,4,0,0,0,technical,medium
0.475,0.436,4,185,3,0,0,0,technical,low
0.231,0.529,7,210,3,0,0,0,support,medium
0.581,0.094,7,236,8,0,1,0,IT,medium
0.547,0.365,4,222,5,0,0,0,support,medium
0.04,0.726,3,183,3,0,0,0,technical,low
0.589,0.743,4,201,4,0,0,0,product_mng,low
0.57,0.644,5,221,3,0,0,0,technical,low
0.65,0.498,5,211,6,0,0,0,sales,low
0.399,0.487,3,237,1,0,0,0,accounting,medium
0.59,0.547,5,180,5,0,0,0,product_mng,low
0.178,0.49,7,223,2,0,1,0,management,high
0.785,0.267,3,222,3,1,0,0,RandD,low
0.583,0.49,4,180,4,0,0,0,sales,low
0.452,0.539,6,222,6,0,0,0,support,low
0.37,0.326,4,213,5,0,0,0,sales,high
0.573,0.584,3,203,3,0,0,0,management,low
0.653,0.301,7,188,4,0,0,0,IT,low
0.246,0.195,5,123,3,0,0,0,hr,low
0.793,0.732,3,171,3,0,0,0,support,low
0.526,0.828,4,183,4,0,0,0,technical,medium
0.441,0.942,4,234,1,0,0,0,product_mng,low
0.141,0.794,6,146,8,0,0,0,product_mng,high
0.836,0.833,3,175,4,0,0,0,technical,low
0.446,0.343,5,203,3,0,0,0,management,low
0.537,0.597,2,210,3,1,0,0,support,low
0.482,0.78,6,144,6,0,0,0,support,low
0.132,0.739,5,303,2,0,0,0,sales,low
0.738,0.608,6,271,7,0,0,0,sales,high
0.53,0.564,4,191,2,0,0,0,marketing,high
0.335,0.416,7,206,5,0,0,0,technical,low
0.551,0.764,5,208,4,0,0,0,sales,low
0.351,0.709,3,131,5,0,0,0,sales,medium
0.478,0.135,3,207,2,0,0,0,sales,low
0.637,0.921,5,213,6,0,0,0,marketing,medium
0.339,0.615,4,213,4,1,1,0,technical,low
0.505,0.378,5,228,5,0,0,0,support,low
0.819,0.77,4,158,3,0,0,0,product_mng,low
0.335,0.673,4,141,6,0,1,1,accounting,low
0.333,0.584,4,211,5,0,0,0,support,low
0.429,0.699,4,241,2,0,0,0,sales,medium
0.146,0.456,5,163,9,0,0,0,sales,low
0.871,0.972,4,206,9,0,0,0,hr,low
0.257,0.324,5,218,10,0,1,0,support,low
0.888,0.358,3,202,1,0,0,0,marketing,medium
0.204,0.454,5,218,5,0,1,0,sales,low
0.5,0.627,3,166,4,0,0,0,technical,low
0.576,0.884,4,161,9,0,0,0,sales,medium
0.562,0.542,4,200,4,0,1,0,marketing,low
0.703,0.211,4,310,5,0,0,0,product_mng,low
0.489,0.857,5,208,1,0,0,1,technical,medium
0.415,0.454,4,249,3,0,0,0,accounting,low
0.637,0.614,3,164,4,0,0,0,sales,high
0.628,0.159,4,171,3,0,0,0,hr,high
0.468,0.609,5,170,3,0,0,0,support,medium
0.762,0.632,6,183,6,0,0,0,marketing,low
0.474,0.962,4,144,9,0,0,0,support,low
0.509,0.585,3,223,10,0,0,0,product_mng,low
0.639,0.716,3,227,4,0,0,0,sales,low
0.758,0.664,6,193,3,0,0,0,product_mng,low
0.3,0.688,5,202,3,0,0,0,IT,high
0.356,0.592,7,244,1,0,0,0,technical,low
0.71,0.742,2,213,4,0,0,0,accounting,medium
0.714,0.646,4,150,1,0,0,0,support,high
0.701,0.42,4,183,7,0,0,0,RandD,low
0.282,0.595,4,213,3,0,0,0,IT,low
0.514,0.161,3,210,4,0,0,0,RandD,low
0.169,0.847,4,249,7,0,0,0,management,low
0.227,0.834,5,167,5,0,0,0,sales,medium
0.762,0.413,3,197,2,0,0,0,sales,medium
0.888,0.358,5,195,5,0,0,0,sales,low
0.63,0.468,3,146,4,0,0,0,technical,low
0.496,0.943,7,248,5,0,1,0,technical,low
0.366,0.727,5,310,1,0,0,0,RandD,low
0.11,0.495,4,125,8,0,0,0,IT,medium
0.895,0.198,4,209,1,0,0,0,marketing,medium
0.726,0.315,4,140,3,0,0,0,support,low
0.316,0.477,7,252,5,0,1,0,technical,low
0.596,0.596,4,123,5,0,0,0,sales,low
0.186,0.412,5,191,2,0,0,0,support,low
0.536,0.282,4,221,4,0,0,1,product_mng,low
0.71,0.981,4,251,1,0,0,0,IT,low
0.501,0.383,4,191,3,0,0,0,support,low
0.568,0.744,4,171,8,0,0,0,sales,low
0.32,0.209,3,180,3,0,0,0,marketing,low
0.841,0.598,3,167,6,0,0,0,product_mng,medium
0.738,0.507,7,221,2,0,0,0,accounting,low
0.437,0.765,3,178,3,0,0,0,sales,medium
0.366,0.641,4,167,4,0,0,0,product_mng,low
0.825,0.858,5,151,3,0,0,0,IT,medium
0.615,0.439,5,189,9,0,0,0,RandD,high
0.493,0.379,3,197,4,0,0,0,product_mng,medium
0.192,0.625,3,140,2,0,0,0,marketing,low
0.365,0.464,3,174,4,0,0,0,IT,medium
0.79,0.251,4,142,6,0,0,0,support,low
0.085,0.903,5,211,3,0,0,0,IT,medium
0.115,0.73,5,232,3,0,1,0,hr,low
0.379,0.247,4,237,8,0,0,0,support,low
0.426,0.973,4,191,2,0,0,0,accounting,high
0.795,0.173,5,184,2,0,0,0,hr,low
0.391,0.283,2,151,10,0,0,0,technical,medium
0.622,0.785,5,183,3,0,0,0,sales,high
0.646,0.418,5,258,4,0,0,0,RandD,high
0.636,0.695,5,184,4,0,0,0,technical,low
0.731,0.274,7,215,4,0,0,0,technical,medium
0.658,0.611,2,248,3,0,0,0,support,medium
0.166,0.549,5,269,3,0,0,0,support,medium
0.458,0.792,4,217,3,1,0,0,RandD,medium
0.838,0.733,5,190,4,0,0,0,marketing,medium
0.773,0.474,2,234,3,0,0,0,accounting,low
0.441,0.379,3,239,3,0,0,0,sales,medium
0.765,0.744,3,151,3,1,0,0,technical,low
0.372,0.862,3,187,6,1,0,0,IT,medium
0.602,0.609,3,167,2,0,0,0,hr,medium
0.408,0.504,4,160,4,0,0,0,technical,low
0.775,0.624,4,291,9,0,1,0,technical,medium
0.525,0.366,3,93,2,0,0,0,product_mng,low
0.578,0.539,3,177,3,0,0,0,RandD,low
0.185,0.265,5,216,5,0,1,0,sales,medium
0.76,0.679,4,226,3,0,0,0,support,low
0.405,0.406,7,206,1,0,1,0,RandD,medium
0.432,0.568,5,204,5,0,0,0,sales,low
0.617,0.496,5,145,5,0,0,0,support,low
0.801,0.234,3,162,5,0,0,1,sales,low
0.497,0.67,6,214,4,0,0,0,technical,medium
0.402,0.658,7,232,3,0,0,0,sales,low
0.456,0.795,3,208,5,0,0,0,IT,low
0.636,0.752,5,218,2,0,0,0,technical,medium
0.71,0.176,4,281,2,0,0,0,accounting,medium
0.672,0.671,4,182,2,0,0,0,sales,high
0.374,0.493,5,212,2,0,0,0,management,medium
0.761,0.681,4,223,3,0,0,0,accounting,medium
0.66,0.783,3,220,10,0,0,0,sales,low
0.61,0.625,5,197,2,0,0,0,support,low
0.643,0.613,5,237,3,0,0,0,accounting,medium
0.626,0.197,5,226,7,0,0,0,product_mng,medium
0.653,0.392,4,216,1,0,0,0,sales,low
0.607,0.817,5,159,7,0,0,0,accounting,medium
0.212,0.304,2,217,2,0,0,0,sales,low
0.195,0.707,5,244,3,0,0,0,accounting,medium
0.697,0.765,4,238,2,0,0,0,RandD,low
0.161,0.613,4,127,4,1,0,0,sales,medium
0.381,0.787,6,225,10,0,1,0,RandD,high
0.636,0.284,5,231,5,0,0,0,accounting,low
0.686,0.588,5,188,5,0,0,0,IT,medium
0.564,0.572,3,246,3,0,0,0,sales,medium
0.513,0.61,3,157,4,0,0,0,sales,low
0.346,0.689,4,208,4,0,1,0,support,medium
0.959,0.276,6,174,3,0,0,0,technical,low
0.584,0.46,5,199,9,0,0,0,support,low
0.883,0.629,4,192,7,0,0,0,support,medium
0.123,0.242,5,212,7,0,1,0,support,low
0.205,0.756,3,220,2,0,0,0,management,low
0.435,0.315,3,226,5,0,0,0,marketing,medium
0.73,0.371,4,150,4,0,0,0,IT,high
0.578,0.197,4,196,4,0,0,0,marketing,medium
0.327,0.32,4,192,2,0,0,0,sales,low
0.667,0.638,3,211,3,0,0,0,sales,medium
0.329,0.608,4,178,3,0,0,0,support,medium
0.336,0.249,7,176,5,0,0,0,IT,medium
0.312,0.762,3,167,4,0,0,0,technical,low
0.474,0.563,7,139,2,0,0,1,accounting,low
0.437,0.98,4,198,1,0,0,0,sales,medium
0.728,0.556,4,172,6,0,0,0,technical,medium
0.191,0.856,2,240,4,0,1,0,hr,low
0.412,0.493,4,189,4,0,0,0,product_mng,low
0.419,0.45,4,154,2,0,0,1,sales,low
0.745,0.284,3,120,8,0,0,0,technical,low
0.648,0.892,6,248,5,0,0,0,RandD,low
0.785,0.722,4,222,4,0,0,0,accounting,low
0.321,0.432,3,224,3,0,0,0,technical,low
0.801,0.317,5,233,4,0,0,0,accounting,medium
0.586,0.868,5,229,5,0,0,0,IT,low
0.362,0.568,3,199,3,0,0,0,technical,low
0.228,0.727,3,140,8,0,0,0,hr,low
0.827,0.613,7,118,3,0,0,0,accounting,medium
0.335,0.706,6,183,3,0,0,0,technical,low
0.422,0.576,6,237,3,0,0,0,technical,low
0.409,0.442,3,147,4,0,0,0,hr,low
0.577,0.558,3,180,3,0,0,0,marketing,low
0.285,0.612,7,201,2,1,0,0,support,medium
0.782,0.591,7,181,3,0,0,0,IT,low
0.453,0.415,4,203,4,0,0,0,technical,medium
0.871,0.722,5,213,1,0,0,0,hr,high
0.398,0.714,5,170,7,0,0,0,technical,low
0.698,0.483,7,245,4,0,0,0,sales,low
0.189,0.331,5,196,4,0,0,0,management,low
0.798,0.311,4,191,4,0,0,0,support,high
0.901,0.625,5,198,3,1,0,0,RandD,low
0.009,0.959,4,194,3,0,0,0,management,low
0.484,0.388,4,232,2,0,0,0,product_mng,high
0.454,0.424,4,193,6,0,0,0,IT,low
0.074,0.523,6,195,4,0,0,0,support,low
0.43,0.445,4,245,1,0,0,0,marketing,high
0.333,0.573,5,201,3,0,0,0,sales,low
0.34,0.363,7,239,1,0,0,0,accounting,medium
0.742,0.302,4,256,2,0,0,0,RandD,high
0.331,0.867,5,250,4,0,0,0,technical,low
0.865,0.94,3,237,1,0,0,0,accounting,low
0.312,0.3,6,179,8,0,0,0,RandD,low
0.591,0.544,5,219,5,0,0,1,technical,low
0.151,0.483,3,139,6,0,0,0,support,low
0.42,0.806,3,90,10,0,0,0,technical,medium
0.289,0.66,3,221,3,0,0,0,support,low
0.537,0.375,6,142,5,0,0,0,support,high
0.669,0.659,4,154,4,0,0,0,support,low
0.406,0.239,5,221,8,0,0,0,support,low
0.099,0.318,4,118,5,0,0,0,sales,low
0.405,0.246,6,180,4,0,0,0,support,low
0.573,0.456,4,172,1,0,0,0,support,low
0.231,0.677,6,220,3,0,1,0,management,low
0.582,0.279,3,190,2,0,0,0,support,high
0.164,0.195,3,215,2,0,0,0,IT,low
0.301,0.595,3,247,3,0,1,0,hr,low
0.525,0.418,4,231,4,0,0,0,sales,low
0.414,0.57,6,151,3,0,0,0,support,low
0.657,0.51,3,177,2,0,0,0,sales,medium
0.051,0.254,3,242,5,0,1,0,technical,medium
0.49,0.399,4,241,3,0,0,0,technical,high
0.427,0.372,6,184,4,0,0,0,product_mng,medium
0.637,0.383,4,216,6,0,0,0,technical,medium
0.606,0.589,4,186,3,0,0,0,sales,low
0.501,0.838,5,207,10,0,1,0,hr,low
0.669,0.331,4,227,3,0,0,0,IT,low
0.021,0.607,5,204,3,0,1,0,sales,low
0.225,0.801,3,204,3,0,1,0,RandD,low
0.301,0.239,4,178,3,0,0,0,technical,low
0.678,0.237,3,186,4,0,0,0,sales,low
0.566,0.633,5,220,5,0,0,0,sales,low
0.142,0.808,5,167,2,0,0,0,sales,medium
0.438,0.728,3,138,2,0,0,0,RandD,low
0.574,0.825,3,211,4,1,0,0,sales,low
0.323,0.764,4,238,2,1,0,0,technical,low
0.15,0.448,5,252,4,0,0,0,sales,high
0.369,0.666,3,189,4,1,0,0,accounting,low
0.871,0.56,4,198,3,0,0,0,sales,low
0.924,0.492,3,180,4,0,0,0,support,medium
0.457,0.536,5,224,4,0,0,0,management,medium
0.433,0.227,3,199,1,0,0,0,technical,high
0.574,0.356,4,231,4,0,0,0,product_mng,low
0.52,0.969,5,235,3,0,0,0,hr,low
0.225,0.692,4,227,4,0,0,0,support,low
0.185,0.175,4,128,3,0,0,0,sales,low
0.749,0.37,4,231,5,0,0,0,support,low
0.171,0.518,6,199,2,0,0,0,marketing,low
0.867,0.91,3,159,3,0,0,0,sales,low
0.102,0.413,4,210,3,0,0,0,support,medium
0.866,0.728,4,202,4,0,0,0,product_mng,low
0.375,0.581,4,167,3,0,0,1,product_mng,low
0.082,0.392,6,195,1,1,1,0,product_mng,low
0.722,0.833,2,243,3,0,0,0,product_mng,medium
0.553,0.263,5,240,7,0,1,0,support,medium
0.54,0.593,3,204,6,0,0,0,marketing,low
0.459,0.416,2,211,1,1,0,0,IT,low
0.444,0.92,4,204,5,1,0,0,hr,medium
0.322,0.464,3,131,3,0,0,0,technical,medium
0.428,0.657,4,185,4,0,0,0,marketing,medium
0.526,0.59,4,287,3,1,0,0,IT,low
0.153,0.726,4,216,5,0,0,0,product_mng,medium
0.666,0.685,5,248,3,0,0,0,support,low
0.315,0.786,5,90,5,0,0,0,RandD,low
0.074,0.256,5,183,4,0,0,0,product_mng,low
0.426,0.496,4,215,6,0,0,0,RandD,low
0.52,0.259,4,162,3,0,0,0,IT,high
0.304,0.388,7,216,3,0,0,0,marketing,medium
0.251,0.49,3,173,2,0,0,0,accounting,low
0.17,0.368,3,175,1,0,0,0,management,medium
0.402,0.62,5,208,3,0,1,0,sales,low
0.215,0.163,4,222,4,0,0,0,support,low
0.295,0.527,4,173,2,0,0,0,sales,low
0.264,0.407,6,189,7,0,0,0,IT,medium
0.175,0.603,3,233,2,0,0,0,sales,low
0.793,0.976,2,131,4,0,0,0,IT,medium
0.39,0.893,3,185,4,1,0,0,accounting,low
0.848,0.715,5,195,3,0,0,0,support,medium
0.35,0.219,5,193,1,0,0,0,hr,low
0.675,0.27,4,114,3,0,0,0,support,low
0.742,0.694,3,189,1,0,0,0,RandD,medium
0.812,0.604,5,285,1,0,0,0,accounting,medium
0.555,0.872,3,189,4,0,1,0,RandD,low
0.385,0.447,3,185,3,0,0,0,sales,high
0.546,0.871,3,123,1,0,0,0,sales,low
0.537,0.411,3,176,4,0,0,0,technical,low
0.299,0.508,4,217,2,0,0,0,support,high
0.46,0.758,3,225,4,0,0,0,sales,low
0.298,0.907,3,210,5,1,0,0,sales,low
0.798,0.564,4,187,5,0,0,0,technical,low
0.101,0.834,4,208,3,0,1,0,accounting,low
0.513,0.283,3,143,1,0,0,0,support,high
0.255,0.793,7,229,4,0,1,0,technical,low
0.541,0.324,3,198,9,0,0,0,IT,medium
0.395,0.351,4,217,2,0,0,0,technical,low
0.399,0.431,6,185,2,0,0,0,sales,low
0.383,0.393,2,160,5,0,0,1,sales,low
0.402,0.809,4,231,5,0,0,0,IT,low
0.598,0.225,6,178,5,0,0,0,IT,low
0.532,0.716,2,146,9,0,0,0,product_mng,medium
0.751,0.868,5,233,1,0,0,0,sales,low
0.319,0.951,5,181,3,0,0,0,support,low
0.529,0.468,3,216,3,0,0,0,sales,low
0.64,0.892,2,194,2,0,0,0,sales,medium
0.38,0.624,4,196,4,0,0,0,support,low
0.862,0.979,5,179,3,0,0,0,accounting,low
0.528,0.476,4,204,2,0,0,0,sales,medium
0.754,0.163,5,162,4,0,0,0,hr,low
0.425,0.31,5,226,2,0,0,0,RandD,low
0.079,0.097,3,247,6,0,0,0,management,high
0.749,0.376,3,262,5,0,0,0,RandD,low
0.473,0.458,4,292,5,0,1,0,marketing,medium
0.803,0.708,3,268,3,0,0,0,sales,medium
0.45,0.351,5,185,5,0,0,0,IT,medium
0.731,0.151,4,194,4,0,0,0,technical,medium
0.954,0.505,5,168,3,1,0,0,support,low
0.466,0.62,5,221,1,0,0,0,accounting,low
0.439,0.586,6,167,5,0,0,0,support,medium
0.628,0.347,4,221,1,0,0,0,IT,high
0.476,0.524,4,175,2,0,0,0,marketing,low
0.301,0.59,5,207,3,0,0,0,sales,low
0.536,0.767,4,236,2,0,0,0,RandD,high
0.499,0.502,6,208,2,0,0,0,technical,medium
0.571,0.179,3,233,1,0,0,0,technical,medium
0.831,0.405,3,218,9,1,0,0,sales,high
0.493,0.525,2,194,4,0,0,0,technical,medium
0.269,0.305,6,143,5,0,0,0,marketing,medium
0.97,0.991,4,196,3,0,0,0,technical,low
0.129,0.433,5,229,5,0,0,0,hr,low
0.645,0.497,4,157,4,0,1,0,technical,medium
0.275,0.661,3,286,5,0,1,0,technical,low
0.746,0.513,3,228,5,0,0,0,hr,medium
0.767,0.255,2,204,4,0,0,0,product_mng,medium
0.33,0.404,3,136,5,1,0,0,sales,medium
0.664,0.577,6,198,3,0,0,0,marketing,high
0.272,0.654,5,153,4,0,0,0,technical,medium
0.224,0.109,4,208,2,0,0,1,technical,high
0.129,0.475,4,220,3,0,0,0,support,low
0.59,0.684,4,260,4,0,1,0,sales,low
0.696,0.596,6,259,3,1,0,0,technical,low
0.651,0.704,5,176,3,0,0,1,RandD,low
0.363,0.771,6,172,4,0,0,0,sales,medium
0.247,0.92,2,217,9,0,1,0,product_mng,medium
0.197,0.594,7,199,4,0,0,0,marketing,low
0.564,0.736,3,187,4,0,0,0,technical,high
0.913,0.5,4,158,1,1,0,0,support,medium
0.781,0.538,4,248,3,0,0,0,technical,low
0.761,0.772,5,159,5,0,0,0,accounting,low
0.573,0.706,4,232,2,0,0,0,marketing,medium
0.945,0.242,5,90,2,0,0,0,product_mng,low
0.173,0.832,6,207,9,0,0,0,RandD,medium
0.606,0.529,4,240,1,0,0,0,sales,low
0.781,0.232,4,251,7,0,0,0,support,low
0.196,0.804,5,145,8,0,0,0,hr,medium
0.485,0.295,3,188,5,0,1,0,technical,medium
0.493,0.475,5,231,1,0,0,0,sales,low
0.342,0.445,3,249,4,1,0,0,accounting,low
0.172,0.418,7,198,2,1,0,0,technical,medium
0.885,0.204,3,169,1,0,0,0,technical,low
0.271,0.697,4,232,5,0,1,0,RandD,low
0.328,0.234,5,207,5,0,0,0,IT,low
0.366,0.496,4,184,2,0,0,0,sales,medium
0.434,0.777,4,234,4,0,0,0,technical,low
0.578,0.516,3,190,8,0,0,0,technical,medium
0.712,0.631,5,233,2,0,1,0,accounting,low
0.74,0.759,3,185,4,0,0,0,sales,low
0.911,0.676,5,222,10,0,0,0,RandD,low
0.582,0.795,3,301,3,1,0,0,RandD,low
0.879,0.488,3,172,1,0,0,0,sales,low
0.41,0.536,5,90,3,0,0,0,support,low
0.524,0.493,4,192,8,0,0,0,sales,low
0.473,0.681,3,251,3,0,0,0,support,low
0.705,0.839,3,202,4,1,0,0,technical,medium
0.334,0.588,4,163,1,1,0,0,hr,low
0.784,0.559,4,310,5,0,0,0,product_mng,medium
0.45,0.559,3,170,5,0,0,0,IT,low
0.524,0.363,5,197,4,0,0,0,hr,medium
0.326,0.447,5,132,2,1,1,0,IT,low
0.444,0.393,3,203,4,1,0,0,hr,low
0.416,0.379,3,150,1,0,0,0,support,low
0.57,0.459,5,262,9,0,0,0,accounting,medium
0.166,0.31,4,160,4,0,1,0,support,low
0.485,0.533,4,207,2,0,1,0,support,low
0.551,0.506,4,209,1,0,0,0,technical,low
0.409,0.31,7,209,2,0,1,0,IT,low
0.79,0.513,4,231,5,0,1,0,support,medium
0.658,0.987,5,230,3,0,1,0,sales,high
0.727,0.665,3,198,6,0,0,0,technical,low
0.271,0.37,4,147,2,0,0,0,technical,low
0.528,0.598,6,162,6,0,0,0,sales,low
0.068,0.69,3,193,4,0,0,0,sales,low
0.324,0.499,3,206,6,0,0,0,marketing,medium
0.77,0.588,5,160,2,0,0,0,technical,medium
0.233,0.969,3,149,5,0,0,0,support,medium
0.556,0.554,4,310,8,1,0,1,marketing,low
0.217,0.838,4,179,3,0,0,0,hr,low
0.149,0.599,3,200,7,1,0,0,IT,low
0.719,0.447,4,238,2,0,0,0,technical,low
0.495,0.606,4,217,3,0,0,0,sales,low
0.102,0.468,3,175,2,0,0,0,sales,medium
0.097,0.763,5,226,2,0,1,0,support,low
0.536,0.686,6,250,3,0,0,0,accounting,low
0.69,0.724,4,177,4,0,0,0,IT,low
0.325,0.394,2,248,3,0,0,0,sales,low
0.681,0.381,4,226,3,0,0,0,support,low
0.567,0.463,2,190,3,0,0,1,technical,low
0.428,0.318,6,187,2,0,0,0,technical,low
0.566,0.736,4,291,6,0,0,0,sales,low
0.239,0.53,2,237,5,0,1,0,RandD,low
0.475,0.465,4,178,3,0,0,0,support,low
0.305,0.636,4,167,4,0,0,0,support,medium
0.446,0.707,6,140,2,0,0,0,support,low
0.371,0.896,3,155,6,0,0,0,support,high
0.204,0.408,4,225,5,0,1,0,IT,low
0.61,0.804,4,216,8,1,0,0,support,low
0.889,0.39,3,177,5,0,0,0,RandD,medium
0.634,0.247,7,210,4,0,0,0,IT,low
0.522,0.959,4,111,3,0,0,0,management,high
0.613,0.454,5,239,3,0,0,0,support,low
0.78,0.727,5,264,1,0,0,0,sales,low
0.867,0.333,5,231,4,0,1,0,IT,low
0.456,0.444,3,211,6,1,0,0,IT,low
0.386,0.492,4,225,4,0,0,1,support,medium
0.541,0.444,5,99,3,0,0,0,technical,medium
0.304,0.654,5,221,8,0,0,0,RandD,medium
0.189,0.563,3,163,4,0,1,0,technical,low
0.609,0.391,4,250,3,0,0,0,IT,high
0.617,0.288,5,240,2,0,0,0,support,low
0.205,0.394,4,236,2,0,0,0,product_mng,low
0.342,0.362,3,177,3,1,0,0,IT,low
0.518,0.695,5,163,4,0,0,0,marketing,low
0.267,0.363,5,227,2,0,0,0,technical,high
0.603,0.605,6,177,8,0,0,0,support,medium
0.41,0.545,5,164,2,0,0,0,management,medium
0.787,0.493,4,145,8,0,0,0,support,low
0.742,0.262,4,273,3,0,0,0,support,low
0.807,0.229,7,173,2,0,1,0,IT,high
0.386,0.518,7,232,2,0,0,0,sales,low
0.732,0.358,4,185,8,1,0,1,sales,low
0.515,0.323,5,183,4,0,0,0,technical,low
0.581,0.853,4,249,1,1,0,0,support,low
0.373,0.189,3,214,4,1,0,0,technical,high
0.44,0.08,6,219,6,0,0,0,support,high
0.595,0.726,2,231,2,0,0,0,technical,high
0.915,0.636,5,231,3,0,0,0,support,low
0.519,0.928,5,182,5,0,0,0,RandD,medium
0.751,0.665,5,188,2,1,0,0,technical,medium
0.507,0.414,6,242,8,0,1,0,support,low
0.65,0.633,3,274,5,0,0,0,sales,low
0.376,0.606,5,188,2,0,0,0,technical,low
0.314,0.312,5,283,2,0,0,0,technical,high
0.597,0.661,7,202,9,1,1,0,sales,low
